flags-normal/flag-of-Haiti.png, Haiti
flags-normal/flag-of-Honduras.png, Honduras
flags-normal/flag-of-Hungary.png, Hungary
flags-normal/flag-of-Iceland.png, Iceland
flags-normal/flag-of-India.png, India
flags-normal/flag-of-Indonesia.png, Indonesia
flags-normal/flag-of-Iran.png, Iran
flags-normal/flag-of-Iraq.png, Iraq
flags-normal/flag-of-Ireland.png, Ireland
flags-normal/flag-of-Israel.png, Israel
flags-normal/flag-of-Italy.png, Italy
flags-normal/flag-of-Jamaica.png, Jamaica
flags-normal/flag-of-Japan.png, Japan
flags-normal/flag-of-Jordan.png, Jordan
flags-normal/flag-of-Kazakhstan.png, Kazakhstan
flags-normal/flag-of-Kenya.png, Kenya
flags-normal/flag-of-Kiribati.png, Kiribati
flags-normal/flag-of-Kosovo.png, Kosovo
flags-normal/flag-of-Kuwait.png, Kuwait
flags-normal/flag-of-Kyrgyzstan.png, Kyrgyzstan
flags-normal/flag-of-Laos.png, Laos
flags-normal/flag-of-Latvia.png, Latvia
flags-normal/flag-of-Lebanon.png, Lebanon
flags-normal/flag-of-Lesotho.png, Lesotho
flags-normal/flag-of-Liberia.png, Liberia
flags-normal/flag-of-Libya.png, Libya
flags-normal/flag-of-Liechtenstein.png, Liechtenstein
flags-normal/flag-of-Lithuania.png, Lithuania
flags-normal/flag-of-Luxembourg.png, Luxembourg
flags-normal/flag-of-Madagascar.png, Madagascar
flags-normal/flag-of-Malawi.png, Malawi
flags-normal/flag-of-Malaysia.png, Malaysia
flags-normal/flag-of-Maldives.png, Maldives
flags-normal/flag-of-Mali.png, Mali
flags-normal/flag-of-Malta.png, Malta
flags-normal/flag-of-Marshall-Islands.png, Marshall Islands
flags-normal/flag-of-Mauritania.png, Mauritania
flags-normal/flag-of-Mauritius.png, Mauritius
flags-normal/flag-of-Mexico.png, Mexico
flags-normal/flag-of-Micronesia.png, Micronesia
flags-normal/flag-of-Moldova.png, Moldova
flags-normal/flag-of-Monaco.png, Monaco
flags-normal/flag-of-Mongolia.png, Mongolia
flags-normal/flag-of-Montenegro.png, Montenegro
flags-normal/flag-of-Morocco.png, Morocco
flags-normal/flag-of-Mozambique.png, Mozambique
flags-normal/flag-of-Myanmar.png, Myanmar (formerly Burma)
flags-normal/flag-of-Namibia.png, Namibia
flags-normal/flag-of-Nauru.png, Nauru
flags-normal/flag-of-Nepal.png, Nepal
flags-normal/flag-of-Netherlands.png, Netherlands
flags-normal/flag-of-New-Zealand.png, New Zealand
flags-normal/flag-of-Nicaragua.png, Nicaragua
flags-normal/flag-of-Niger.png, Niger
flags-normal/flag-of-Nigeria.png, Nigeria
flags-normal/flag-of-Korea-North.png, North Korea
flags-normal/flag-of-North-Macedonia.png, North Macedonia (formerly Macedonia)
flags-normal/flag-of-Norway.png, Norway
flags-normal/flag-of-Oman.png, Oman
flags-normal/flag-of-Pakistan.png, Pakistan
flags-normal/flag-of-Palau.png, Palau
flags-normal/flag-of-Palestine.png, Palestine
flags-normal/flag-of-Panama.png, Panama
flags-normal/flag-of-Papua-New-Guinea.png, Papua New Guinea
flags-normal/flag-of-Paraguay.png, Paraguay
flags-normal/flag-of-Peru.png, Peru
flags-normal/flag-of-Philippines.png, Philippines
flags-normal/flag-of-Poland.png, Poland
flags-normal/flag-of-Portugal.png, Portugal
flags-normal/flag-of-Qatar.png, Qatar
flags-normal/flag-of-Romania.png, Romania
flags-normal/flag-of-Russia.png, Russia
flags-normal/flag-of-Rwanda.png, Rwanda
flags-normal/flag-of-St-Kitts-Nevis.png, Saint Kitts and Nevis
flags-normal/flag-of-St-Lucia.png, Saint Lucia
flags-normal/flag-of-St-Vincent-the-Grenadines.png, Saint Vincent and the Grenadines
flags-normal/flag-of-Samoa.png, Samoa
flags-normal/flag-of-San-Marino.png, San Marino
flags-normal/flag-of-Sao-Tome-and-Principe.png, Sao Tome and Principe
flags-normal/flag-of-Saudi-Arabia.png, Saudi Arabia
flags-normal/flag-of-Senegal.png, Senegal
flags-normal/flag-of-Serbia.png, Serbia
flags-normal/flag-of-Seychelles.png, Seychelles
flags-normal/flag-of-Sierra-Leone.png, Sierra Leone
flags-normal/flag-of-Singapore.png, Singapore
flags-normal/flag-of-Slovakia.png, Slovakia
flags-normal/flag-of-Slovenia.png, Slovenia
flags-normal/flag-of-Solomon-Islands.png, Solomon Islands
flags-normal/flag-of-Somalia.png, Somalia
flags-normal/flag-of-South-Africa.png, South Africa
flags-normal/flag-of-Korea-South.png, South Korea
flags-normal/flag-of-South-Sudan.png, South Sudan
flags-normal/flag-of-Spain.png, Spain
flags-normal/flag-of-Sri-Lanka.png, Sri Lanka
flags-normal/flag-of-Sudan.png, Sudan
flags-normal/flag-of-Suriname.png, Suriname
flags-normal/flag-of-Sweden.png, Sweden
flags-normal/flag-of-Switzerland.png, Switzerland
flags-normal/flag-of-Syria.png, Syria
flags-normal/flag-of-Taiwan.png, Taiwan
flags-normal/flag-of-Tajikistan.png, Tajikistan
flags-normal/flag-of-Tanzania.png, Tanzania
flags-normal/flag-of-Thailand.png, Thailand
flags-normal/flag-of-Timor-Leste.png, Timor-Leste
flags-normal/flag-of-Togo.png, Togo
flags-normal/flag-of-Tonga.png, Tonga
flags-normal/flag-of-Trinidad-and-Tobago.png, Trinidad and Tobago
flags-normal/flag-of-Tunisia.png, Tunisia
flags-normal/flag-of-Turkey.png, Turkey
flags-normal/flag-of-Turkmenistan.png, Turkmenistan
flags-normal/flag-of-Tuvalu.png, Tuvalu
flags-normal/flag-of-Uganda.png, Uganda
flags-normal/flag-of-Ukraine.png, Ukraine
flags-normal/flag-of-United-Arab-Emirates.png, United Arab Emirates
flags-normal/flag-of-United-Kingdom.png, United Kingdom
flags-normal/flag-of-United-States-of-America.png, United States of America
flags-normal/flag-of-Uruguay.png, Uruguay
flags-normal/flag-of-Uzbekistan.png, Uzbekistan
flags-normal/flag-of-Vanuatu.png, Vanuatu
flags-normal/flag-of-Vatican-City.png, Vatican City (Holy See)
flags-normal/flag-of-Venezuela.png, Venezuela
flags-normal/flag-of-Vietnam.png, Vietnam
flags-normal/flag-of-Yemen.png, Yemen
flags-normal/flag-of-Zambia.png, Zambia
flags-normal/flag-of-Zimbabwe.png, Zimbabwe
